date;name;tweet;sentimen
Oct-28;Lingga Aries. S;nyari gratisan adalah jalan ninjaku di akhir bulan;netral
Oct-28;Tri;Tergantung lokasi mungkin ka. Aku pake lancar² aja nih ;netral
Oct-28;ai;wkwkwkwk;netral
Oct-28;AlVira;Woiyaa maulaahh;netral
Oct-28;HOMO HOMINI HOMO;Punyaku punyaku punyaku....;netral
Oct-28;𝙲𝚒𝚙𝚊 kinda ia | sender baiwin susu;Ngikut baris karena baru aja kuota unli kemaren abis wkwk;netral
Oct-28;(feel)suf;serius gak?;negatif
Oct-28;nera!;MAUUUUUUUU MANA MIN PAS ABISSS;netral
Oct-28;zezinovi;mau bangettt dong minnnn;netral
Oct-28;aing macan;MAUUU MIN;netral
Oct-28;Pluto;Gas kan;netral
Oct-28;Calon Menantu Ibumu;Mauu bgt;netral
Oct-28;yourlove;MAUUUU IHH;netral
Oct-28;Eren;@SriSRN kumpul sinii;netral
Oct-28;put.;mau  cpt bagi;netral
Oct-28;C.U.A;nitip sendal;netral
Oct-28;unknown;Jelas mauu dongg;netral
Oct-28;Agung supriadi;Ada kuota utamanya?;netral
Oct-28;𝖐𝖊𝖘𝖊𝖓𝖌𝖘𝖊𝖒;Jejak;netral
Oct-28;(.◜◡◝);MAUUUUUU MINNNNN YA AMPUN BAEKKK BANGET;netral
Oct-28;H e n z i e .;Maukk;netral
Oct-28;kagi sibuk menanam padi  ─ semi ia ;Aku baris yg rapi;positif
Oct-28;OPEN JASA JOKI TUGAS MATEMATIKA/TULIS;MAO LAH;netral
Oct-28;dims;mauk;netral
Oct-28;Agung supriadi;Aman banget;netral
Oct-28;carla ho;jangan dong kak. cobain dlyg 50b ini. lancar kok;negatif
Oct-28;yune go;ga kok kak. cobain deh yg 50gb 100rb. ini lancar banget kok aku pake;negatif
Oct-28;Rival Kang Daniel;320 hanya internet;netral
Oct-28;Rival Kang Daniel;2Mb kecil dong walaupun unlimitid juga;netral
Oct-28;I M;Paket yang 50rb 15gb tanggal 31 oktober masih ada ngga? Hehe;netral
Oct-28;Ady sumarto;Yg main game lelet hp kentang;negatif
Oct-28;Nadifah Zukhriyah;ko di aku gada ya?;netral
Oct-28;gampang_keras;Tsel yg brp an nih?;netral
Oct-28;Qq;Selamat sumpah pemuda! Yang masih muda2  yuk ikutan talkshow kita. Sharing ilmu memberi ada di tanggal 1  Ada hadiahnya juga loh   gabung kesini yaaa  https://chat.whatsapp.com/H3NaECQoMwgKyHg24gB81R… @byu_id @CACMedan @coinachance @CACjogja #peduli #pendidikan #komunitassosial #AnakbyU #karina;positif
Oct-28;sipanda;ga kok ka. cobain dl yg 50gb 100rb. murah njir;netral
Oct-28;;Haha kzl masih ada kuota unlimitednya smp mid nov ;positif
Oct-28;re;Kalo topping WA  kepake juga buat Vcall ga min?;netral
Oct-28;kang cendol dawet;Sama dong beli 100 rb unlimited sosmed tanpa mengurangi batas kecepatan;negatif
Oct-28;yunita dharmawan;ga kok ka.. cobain deh yg 50gb 100rb ga lemot kok ka;negatif
Oct-28;Hatta_Assyori;Kalo kuota ini main game masih naik turun ga min ping nya ??;negatif
Oct-28;Akun Palsu;up. soalnya mau dipake buat modem;netral
Oct-28;Aleee;Bisa. Aman;netral
Oct-28;Rendi Renata;mending ini apa unli 140 kak?;netral
Oct-28;raaawr;Parah kak  udah hampir 1bulan sinyal paling tinggi H+ aja.;negatif
Oct-28;Ἑστία;Mungkin betul  update dulu:) Sejujurnya aku juga belum update aplikasi terbaru tapi masuk infonya. Tapi semalam aku liat ada yg udah update app  ada paketan 34GB 100k tapi ga cuma buat tgl 28 okt aja.. Eh pas liat di aku ga ada huhu;positif
Oct-28;lay and 111 others;Iya ih kesel  pdahl isinya kuota yutup doang:';negatif
Oct-28;KRey Bambu;Asik jg @byu_id dapetin tambahan kuota 2GB! Klik di sini:  https://byu.id/referral?code=BYRADH2427759&action=referral&type=referral…;netral
Oct-28;diw;anjir yg ini aku ma dah dipake dr kapan dah lupa;netral
Oct-28;khetty kho;anjayyy  murah abis coy  ga salah nih 50gb 100rb? auto puechase kalau kayak gini  ga pake lama ;negatif
Oct-28;Ἑστία;30 hari:);netral
Oct-28;revaho99;njirrr murah gile ini   cm modal 100rb bisa dpt 50gb ;positif
Oct-28;Rival Kang Daniel;By.U apa Telkomsel? kok bisa murce;negatif
Oct-28;carla ho;ga ngerti lagi sama byu  murah abis njirrr 100rb 50gb? langsung auto purchase;positif
Oct-28;;Nin @byu_id kalo paket yg bikin kumatku belom abis  tapi aku mau beli paket yg promo wiken  nanti paket yg bikin kumatnya angus gak nin???;negatif
Oct-28;taeyong ᵉˢᵗ;Yg penting unlimited;positif
Oct-28;dhiva mardhotillah;Sering sering kyk gni dong @byu_id;netral
Oct-28;yune go;langsung auto ikut dong  kapan lg bs dpt 50gb seharga 100rb doang ;negatif
Oct-28;Nugraha Sembiring;80 ribu 17 GB... ;netral
Oct-28;nutt.;bantu jwb itu yg 2Mbps;netral
Oct-28;Devi Cynthia;kalau isi paket promo ini  kuota yg sebelumnya ikut terakumulatif ga ya?;netral
Oct-28;chen ming;rasanya mau joget2 krn happy banget 100rb 50gb coyy ;netral
Oct-28;Aku;Ijin jawab ya ka  aku jga pernah kya gitu tapi setelah aku pake data terus buka youtobe langsung lancar hrs pake data dulu baru bisa;netral
Oct-28;yunita dh;iseng2 coba ini kartu  mau buktiin gitu  ternyata bener 100rb doang bisa dapat 50gb ;negatif
Oct-28;sipanda99;langsung OTW ngambil paketnya dong  dimana lg bisa dpt 50gb 100rb doang;negatif
Oct-28;Rival Kang Daniel;ini brapa duid sebulan?;netral
Oct-28;Sheyla Intan Amelya;Bisa  tp kl buat download film masih lelet  bgt  cuma buat browsing sm sosmed masih ok ok aja;negatif
Oct-28;Tik!;Hayuk hyung serbu :) @ovorerepar;netral
Oct-28;Rival Kang Daniel;coba apl WA diupdate dikedua belah pihak;netral
Oct-28;sipanda;asikk 50gb 100rb bisa puas2in browsing  pas banget butuh kuota banyak krn bosan dirumah aja ;negatif
Oct-28;Tik!;Pada sikat2 aja  ngga ada yg mau gtu bayarin :)));netral
Oct-28;Firmann;Jos emg wkwkw;netral
Oct-28;Akun Galak;Murah si tapi main ml 70ms  APA APAAN;positif
Oct-28;rahman;jejak masih nyari jawaban soal ini? soalnya baru order tdi malem;netral
Oct-28;ial;Asli;positif
Oct-28;Lxtpi;kuota abis mata minus;netral
Oct-28;Divani Kisshandra;Medan juga begitu. Di daerah deliserdang apalagi. Saya gak selancar dulu lagi.  waktu pertama pakai sengaja ga umbar umbar biar ga banyak yg tau. sekarang udah lemot aja;negatif
Oct-28;aku cantik;mana bisa tdk tergiur;negatif
Oct-28;Imam ferdiansyah;Ini 50gb buat sebulan??;netral
Oct-28;Lxtpi;wkwkwkwk;netral
Oct-28;Budie abdullah;Kartunya bisa dapat dimn min ?;netral
Oct-28;ChocoMint;sosmed aman kan ya? btw makasiii;netral
Oct-28;rahardi;@byu_id min mau tanya  kalau udh gini kuota yang mana kepake ya? Saya sih pinginnya biar yang unlimited habis dulu. Mohon dibalas ya ;netral
Oct-28;Kadita;Download dlu di play store by.u  nanti dikirim gratis deh nomer k rmh;positif
Oct-28;Kadita;Klo masih ada sisa kuota yg kemaren nambah apa hangus yak?;negatif
Oct-28;st;Kok ga adaa;negatif
Oct-28;Ak shiro;https://instagram.com/p/CGy3nIfhG8A/?igshid=1c5ngvkiwfd4y…  Boleh minta tolong like&share postingan ini   terimakasih;netral
Oct-28;istrinyaBobbyindaeyo;sama kek kartu biasa kok cuma belinya lewat apk;negatif
Oct-28;IG:rinalproject;Pas masih promosi cepet  pas udah banyak yg pake jd lambat... Selalu begitu;negatif
Oct-28;eva.epam;Masih kepake Jdi unlimitednya bisa dipake abis kuota utama abis Dan kecepatannya turun;negatif
Oct-28;Raf05;Fix kan min;netral
Oct-28;Doni rahardhian;*lemot* *mahal* *bye u*;negatif
Oct-28;Partai adioecoep;#byu keren;positif
Oct-28;Mumtaaz;@byu_id adalah provider terbaik 2020 no debat ;positif
Oct-28;KostPutri;Kumat min;netral
Oct-28;KostPutri;Kunatnya juga reguler min! Masak cuma sekali?;negatif
Oct-28;Pipin;Cek reward disitu ada voucher nya buat yg 20rb 10gb tapi cuma bisa 1x beli.;negatif
Oct-28;alien;buat streaming engga tp kl buat dowload lelet;negatif
Oct-28;Alien;Loh iya??   Saya di sumatera utara bagian perkampungan lancar lancar aja sih;netral
Oct-28;Ngoraa;Lancar aja make vc / telp WA  youtube mentok 480p lancar;netral
Oct-28;tatiksari@ymail.com;Di Pemalang  Jawa tengah khususnya wilayah Pemalang Pantura nya ;negatif
Oct-28;Riza Naali Chan.;Satu server kita.. Tangsel 3 anyep...;netral
Oct-28;abeeeelllll;Bener kah ini;netral
Oct-28;perlipurkenyang;Nakal bangat jari aku min :(;negatif
Oct-28;al;gw yg pake kuota topping ;netral
Oct-28;HyPus;yg ini hyung;netral
Oct-28;perlipurkenyang;Untuk aku yg boros. Kira kira cukup ga 50gb 30 hari??;negatif
Oct-28;Sal;Dr.Iramanoviani;netral
Oct-28;perlipurkenyang;Bener bener 30 hari atau sesuai pemakaian ?;positif
Oct-28;Bian.;30 hari kaak;netral
Oct-28;bill ⟬⟭;Kenapa ngasih tau pas udah paketin yang 1.5mbps selama sebulan:(;netral
Oct-28;Bian.;Hari ini ada yang 50gb 100rb kak cabsss ambill;netral
Oct-28;𝕖̈𝕪;ga lelet ka?;negatif
Oct-28;Tjungkrink;paketku dimana @JNE_ID;netral
Oct-28;safi;min adain 1Mbps sebulan 100k lagi ;netral
Oct-28;Ai;By u sih punyanya siapa?;netral
Oct-28;Maman Racing;Cari aja di menu isi kuota pilih itu yg unlimited;netral
Oct-28;𝔾𝕃𝔸𝔻𝕀𝕌𝕊;Aku nge zoom Nonton Bahkan main game  Aman aman aja walau kadang di main game lelet  tapi di aktifitas lain aman;negatif
Oct-28;Deepee;paketnya hanya tersedia hari ini aja... masa aktif 30 hari.;netral
Oct-28;radhit;Singalnya gimana?;netral
Oct-28;n.afdanNKRI;Beli paket promo YouTube..hasilnya gini;netral
Oct-28;Juill;Sepakat;netral
Oct-28;bukan dio;bliin kuota kek w pake byu udh dari jaman penjajahan;negatif
Oct-28;viki.;Ga kerasa ya kita udah selama ini barengan terus @byu_id;netral
Oct-28;BERBAGI CERITA;masa boong  aku bebagi info sama u biar tambah bagus yach masa mau pansos via u :);positif
Oct-28;Guus Matd;Bisa dengan tetap nomor yg lama kah kalo migrasi ke @byu_id;negatif
Oct-28;ꦏꦿꦺꦱ꧀ꦤ;1.5 Mbps-nya aja tetep ada leletnya  2 Mbps apakah naik signifikan dan konsisten? ;positif
Oct-28;Pujangga Matahari;Bisa-bisanya ngeluarin promo dadakan @byu_id alias baru kemarin isi kuota ;netral
Oct-28;ALI;Ganti sma ini aja gtu ya;netral
Oct-28;𝔹𝕠𝕓𝕚𝕒𝕙;Nindy  saya mau tanya dong saya kan pakai paket unlimited 1 5 mbps nih skrng mau beli promo long wiken apakah kecepatan nya tetap 1 5mbps atau langsung ganti ke kuota normal? Atau gimana nih ? Mohon jawabannya ya @byu_id;netral
Oct-28;usup itu selalu;ngisinya kecepetan;netral
Oct-28;Nanang Hidayat;Dah lancar;netral
Oct-28;Rival Kang Daniel;"itu 43Mbps gue cuma 320.000 ama pajak. bisa akses data 2 minggu sampe 60GB lebih dibagi 4-5 jaringan (1 laptop + 4 Phone). karena konsen gue kecepatan ""Byte atau Bit""";negatif
Oct-28;Nanang Hidayat;Setia nunggu paket game;positif
Oct-28;rena;aku jg mau nanya iniii;netral
Oct-28;Riski;By u tu kartu sim kah;netral
Oct-28;;min  perpanjang dong jangan hari ini doang sayang paketannya masih banyak huftt;negatif
Oct-28;nama tidak boleh kosong;Bantuin dulu min  awal bulan gw ganti yak  belom gajian iniiii;netral
Oct-28;;"nyesek bgt lagi ga ada duit kok bisa"" nya ada promo ";negatif
Oct-28;happyoneit;By u gue numpang jwalan yah  Punten yg suka outfit korean style kualitas oke harga terjangkau range 50-200rb cus cek http://shopee.co.id/dwikaaprilia;positif
Oct-28;faisal;Alhamdulillah dan Terimakasih  kuota @Kemendikbud_RI sudah masuk  tapi jujur buat saya kurang kepake  apalagi kuota belajarnya  karena kalau tetring ke laptop pakenya kuota utama  jadi saya lebih paten pakek @byu_id yang #unlimited;positif
Oct-28;MS-903™;Iya sama ga ngerti bisa dijelaskan ga @byu_id;positif
Oct-28;lol.;Baru aja ngisi kemaren  telat minn;negatif
Oct-28;Nanba;Wow @byu_id promo paket long weekendnya sangat menggiurkan sekali ;positif
Oct-28;dion;Min @byu_id ini satuannya Mbps atau MBps?;netral
Oct-28;Faron Hetharie;Coba di cek lokasinya bro  jangan paksain buat pake Byu karna ada paket unlimited tapi derahnya nggak bagus buat jaringan Telkomsel;positif
Oct-28;Teddy Kusumawirawan;yg 15GB bikin nagih itu 10GB + cuan 5GB mksdnya gmna min @byu_id ?;netral
Oct-28;Izzod;kenapa gak awal bulan aja sih.. ato diperpanjang kek ampe awal bulan minggu pertama.. biar pas gajian gitu...  anak byu kan ada juga yg boke..;negatif
Oct-28;hai;mending yg 50gb aja drpd unlimited mah;netral
Oct-28;Chemical Priatna;Ini bisa dipakai buat rame2 gak seperti hotspot gitu???;negatif
Oct-28;Izin Jualan Ya Gan;Darurat membaca;negatif
Oct-28;HyPus;woyla paket Unlimited gua masih banyak miin -_-_-_-$;netral
Oct-28;ᬊ᭄Mιяαcℓє.ツ;Kembalikan 140k gw Kmren baru juga dipaketin;negatif
Oct-28;L_elf;Yaaah baru aja ngisi yg 100k kmrn  info nya telat nii;negatif
Oct-28;Naa™;Ini ajaa;netral
Oct-28;Naa™;Lebih mantep;netral
Oct-28; Riski༄♡;By.u beneran dong 100rb dapet 50gb @byu_id  tp sayang bgt disini pasti aja kalo malem lemotnyaa itu trs blm bisa connect buat app lain.;netral
Oct-28;Rival Kang Daniel;2Mbps apa 2MB nih?;netral
Oct-28;Irmagendut;ini sebulan kok;negatif
Oct-28;NRi PSM Group international;TERIMA BORONGAN dan HARIAN Melayani area SURABAYA dan sekitarnya  CV NRi PSM Group international {General Supplier and Contractor} Phone : 081229615646/08113380121 Monday-Saturday:09.00a.m-17.00p.m. Fax. 62318706441 Number Entrepreneur Patent {NEP/NIB} 9120207751094;netral
Oct-28;farenio;yg ini sebulan ya? bukanya seminggu ?;netral
Oct-28;adex phoenix;permanen in min masa nga kebagian make.. baru maket yg 1 5Mbps na;netral
Oct-28;Reverie;Luarrrr biasaa makin betah pake provider satu ini;positif
Oct-28;nan;masa brlakunya sebulan ya?;netral
Oct-28;Irmagendut;Iyaah buat sebulan;netral
Oct-28;ジョノチ;paket buat pengguna beta user sebelom rilis resmi yg dpt cm 1000 org kalo gasalah;positif
Oct-28;nan;ini untk sebulan ga sih?;netral
Oct-28;Irmagendut;Thanks promonya yg 50 giga;netral
Oct-28;A.Ç Kahfi  ;Paket telur tuh apa??;negatif
Oct-28;𝓐𝓽𝓵𝓪𝓷𝓽𝓲𝓬 𝓜𝓪𝓷;Itu kalo browsing nyedot kuota dong kalo by. U kan unlimited semua kek wifi jatohnya;negatif
Oct-28;sutradara;Kepencet kan;netral
Oct-28;selloo;Kalau mau beli kuota by.u tu kartunya harus by.u apa Telkomsel juga bisa?;netral
Oct-28;kangsenik;Caranya gimana kasih tau donk?;netral
Oct-28;Maya tapi nyata;Kalo mau pasang gimana?;netral
Oct-28;Reonz;Kenapa cmn hari ini aja min :( bulan depan lagi dongg;netral
Oct-28;ꦲꦶꦤ꧀ꦢꦿ ꦱꦸꦱꦤ꧀ꦠꦺꦴ;Pas banget nih kuota mau abis masa berlakunya;netral
Oct-28;Umar Koto;Masa aktifnya berapa lama kak? Soalnya di detail tidak diinfokan;negatif
Oct-28;Alfata Khair Syarif;Ni provider baru ya?;netral
Oct-28;Kur-a;Mungkin karna semakin banyak penggunanya jadi bandwith nya terbagi;netral
Oct-28;ジョノチ;terjadi lg min para beta user pamer paket spesial pake telor;negatif
Oct-28;ᴍᴜʜᴀᴍᴍᴀᴅ ɴᴏᴏʀ ꜰᴀᴛᴋʜᴀɴɴᴜᴅɪɴ;@byu_id masa aktif 1 bulan atau 1 minggu?;netral
Oct-28;Della;Malas lah min sinyalnya kentang banget;negatif
Oct-28;tatiksari@ymail.com;Dulu pake by.u sinyal lumayan lancar bahagia bgt  tapi ngatau kenapa beberapa bulan terakhir sinyal by.u susahnya minta ampun  ada yg tau kenapa?;positif
Oct-28;Smeagul;Dibilang nyesek bangett..   Gua kmren baru beli yg 100k 23 gb sekarang muncul promo 50 Gb 100k anjimmm bangettt;netral
Oct-28;stev lau;Ini ya yg spesial hari ini? Masa berlaku nya berapa hari ini ya?;positif
Oct-28;ʟᴏʀᴅ ᴠᴏʟᴅᴇᴍᴏʀᴛ;Cuma bisa dibeli tanggal 28 hari ini  50gb 100ribu sebulann. Iloveyou Nindy @byu_id;negatif
Oct-28;AKUN SAMBAT;Lemot percuma Mending kuota utama kea biasa ;negatif
Oct-28;i t e m;Jangan lupa sikat gaes  kesempatan datang tidak berulang kali;negatif
Oct-28;cewek yg gue suka NIAG_ _ _ D 2anniversary;paletan yg unlimited nada gk sih ? answer please;netral
Oct-28;Acha Mungil;Sinyalnya lemot. Dibuat ngegame gak kuat;negatif
Oct-28;ICAN;Kuota aman terus  thanks @byu_id;netral
Oct-28;MANG OLEH;Udah 1bln order gak dateng2 min;negatif
Oct-28;azura;minnnnn plis adain kuota netflix;netral
Oct-28;Ἑστία;Ga nyesel jadi #AnakbyU  Udah hampir 10 bulan pake by.U  selalu puas dengan harganya yang pas dikantong dan ga pelit sama kuota:)  Thank you @byu_id   Sering-sering bikin kaya gini ya!!;negatif
Oct-28;jojo;Kok ga ada keterangannya brp hari.. ?? Harusnya dikasi keterangan masa berlaku brp lama  dll;negatif
Oct-28;Sry karina;Izin kak  Yuk join Grup WA Berlajar tentang Law of Attraction  Cashflow Kuadran  Belajar menjadi Kaya  Hidup Punya Tujuan ~  Grup ini hanya berlangsung selama 14 hari  untuk perubahan hidup lebih baik.   *GRATIS* https://bit.ly/PolaPikirSuksess…;positif
Oct-28;PENGGANTI BOBAADICT;Ngurusin paket data yg gak masuk @byu_id ;negatif
Oct-28;18 Cm;Aku langsung beli dahhh;netral
Oct-28;riki sunarya;@byu_id min... balas surat cintaku dongs ..;netral
Oct-28;har;#AnakbyU garis keras  Kenapa gada dari dulu aj siih?;negatif
Oct-28;Iyagapapa;Yuuk temen-temen boleh minta like dan komennya yaa buat penilaian lomba nih. Thanks and God blessed you https://instagram.com/p/CGzvOcdBp6r/?igshid=zqjk11vcvd9m…;netral
Oct-28;pau;talangin dulu donggggg awal bulan diganti huhuuuuuuu;netral
Oct-28;Tartaglia;30 hari mba;netral
Oct-28;aris budiyasa;"saya baru kemarin beli kuota 10Gb yg masih 50rb min :"")";netral
Oct-28;Vi;mba ini adalah aku tiap hari;netral
Oct-28;meng;MANTAP!;positif
Oct-28;𝕁𝕦𝕤𝕥 𝕀𝕜𝕒 ᵕ̈ᴱᴺ⁻⁷;Mau nanya itu berapa hari ya? Apa sebulan?;netral
Oct-28;lang;ahhhh gua baru ngisi paket berapa hari yg lalu;netral
Oct-28;estefania;masa sihh   aku make lancar bgt nii soalnya g ada kesendat2nyaa;netral
Oct-28;Searah_JarumJam;Seriusan min;netral
Oct-28;andree zaelani;Min by u bisa di pake di pelosok nggk ?;negatif
Oct-28;.;Emang ya paling bisaaaa bikin ketagihan;netral
Oct-28;mega ఇ;@byu_id aku masih nungguin topping netflix;netral
Oct-28;Ena;@byu_id paket ini masa berlakunya 30 hari tp cuma bisa dibeli tgl 28? Apa gmn?;negatif
Oct-28;HZ ;@ibnuarma tuh cuannya anak byu;negatif
Oct-28;Sæn ;Min  kasih promo khusus user angkatan 2019 dong. Masa yang di manjain user baru terus :(;netral
Oct-28;indah.;Berapa lama?;negatif
Oct-28;Ninun;Duhh bisa ngga si sampe tgl 31 min  aduh tanggung bulan bgt si min;negatif
Oct-28;FLOWERUN98;Ga ada yg setengahnya gitu;netral
Oct-28;Sæn ;KENAPA CUMA 1 HARI DOANG SIH PROMONYA??? PERPANJANG DONG 2-3 HARI PLEASE @byu_id;negatif
Oct-28;fi;Harus nunggu bulan depan biar jadi 2mbps :” soalnya baru isi kemarin “;netral
Oct-28;Noviakhrn;YaAllah udh keburu paketan yg 10 gb ;netral
Oct-28;__;bang ?   gagitu;netral
Oct-28;Zii;Udah ada gaess xixixi;netral
Oct-28;ANAK SETAN;mana sempat udh beli paket 2mbps;netral
Oct-28;Novia;Baru aja paketin yg unlimited  tau gini mending yg ini sih ah;netral
Oct-28;sy kedua •| #STREAMBESOHARD;Kena hujan angin udah gabisa buat apa apa didaerah saya.;negatif
Oct-28;⟭⟬ sagitaaa⁷ ◡̈;kok gada sih min?;negatif
Oct-28;Mia;Gilakkkkk;netral
Oct-28;Aan || ;nggk ada anjrit -_;netral
Oct-28;BERBAGI CERITA;1 5G aja sering putus gara2 unlimited ga fair siy saya rasa nya masa buat telp wa aja putus2  buka ig sendat2 oh U nawarin lagi yg 2 nanti kepenuhan juga gitu;netral
Oct-28;⟭⟬ sagitaaa⁷ ◡̈;gilaaaa pas bgt hari ini mau beli kuota skjsksjs ;netral
Oct-28;cangcimen;Yah masih jadi afk nih kalo nge-game.... Lemot bgt;negatif
Oct-28;elisa beth;1.5 aja udah kenceng sebenarnya  love by.u ;positif
Oct-28;Benedictusputra;Promo 5Mbps dong kak mungkin langsung diserbu bnyk orang ;netral
Oct-28;;Kok tidak ada;negatif
Oct-28;mr.brightside;Aku kira yang spesial pake telor  Temen gw dapet gw enggak ;positif
Oct-28;Wedowati;Min topping ku YouTube ko gabisa dipake yah @byu_id gmn nih;negatif
Oct-27;Eju;Kok saya ngga ada di aplikasi by.u;negatif
Oct-27;Ulfi;Brp gb klo 1 5 mbps ?;netral
Oct-27;Daffodil.Oreoreo;Kurang angkanya mungkin  atau email/call center by.u aja hehehehe;negatif
Oct-27;Plutoo;Sudah terus pas di apsnya nik tidak ditemukan;negatif
Oct-27;Daffodil.Oreoreo;Download aplikasinya kalo udah megang kartunya;netral
Oct-27;sara.;"sama ya ampun:"") padahal butuh banget buat kerjain ini itu";netral
Oct-27;sara.;jam pagi aja suka lemot punyaku sksks;negatif
Oct-27;Plutoo;Cara daftar aktivasi kartu @byu_id gimana sih ?? Perasaan nik sama no kk udah betul malah ga sabi sabi;negatif
Oct-27;Humble;"Biasa pengguna baru ada  kalo yg lama"" blm ada";negatif
Oct-27;SetiawanCokro;Di naikin lg smpe 3mpbs biar kyk wifi nya firstmedia.... ;netral
Oct-27;Rima Nur Rahmat;Setujuu;netral
Oct-27;Donny Dwi Cahya;Min mau request pket dta ya 25 cmn 55rb;netral
Oct-27;Desta Ahmad Maulana;Tunggu ya min  soalnya paket yg lama belum habis karena ig dan youtube pake topping.;negatif
Oct-27;Bayu Ardiansyah;Min kuota malam donk;netral
Oct-27;Fifaa;"Beli paket data 50k tapi paketnya ga masuk"". Dasar @byu_id";netral
Oct-27;bevan eka pramudito;Gue scroll replynya tadi ada yang bilang cuman buat user baru aja :(;netral
Oct-27;bevan eka pramudito;Apakah cuman buat user baru aja :((;netral
Oct-27;bevan eka pramudito;Lama ga dapet balesannya? Gue udah ngedm dari jam 8 tadi sih;negatif
Oct-27;Bambang Ginanjar S;Nindy ko di apk aku ga ada sih?;netral
Oct-27;Budi Santoso;@byu_id udah beli kartu+paket tapi kok belom terdaftar paketnya?;negatif
Oct-27;ppr;Sama gk ada jga wkwk;netral
Oct-27;Kartika;Dm aja kak ke by.u Aku juga ga dapet  pas dm terus diproses eh lumayan deh dapet vouchernya;positif
Oct-27;ppr;Min di iklannya ada 34GB di aplikasinya kok gk ada sihhh;negatif
Oct-27;ûkay;Speed kek keong;negatif
Oct-27;solo player;tes ranked gasi? apa pemanasan pemanasan dulu?;netral
Oct-27;Patrick Star;Ohiya gua lupa masih ada kgb wkwkwk;netral
Oct-27;Patrick Star;Assalamualaikum @FBI @CIA @WHO;netral
Oct-27;aabraar;iya dongs min apalagi yg bagi2 gopay buat 500 orang pertama ;netral
Oct-27;Budi Santoso;dm nya dibales dong kak;netral
Oct-27;muhisyamku;Koneksi nya bikin emosi @Telkomsel @TelkomCare @byu_id;negatif
Oct-27;𝐏𝐢𝐜𝐜𝐚𝐜𝐡𝐮 ;Apalagi dah min  baru juga beli paketan:((;netral
Oct-27;ca;Duh min tapi kok jaringannya jadi lemot banget ya:(;negatif
Oct-27;nad;Dh lup bgt sm 1.5 mbps sebulannya;netral
Oct-27;Budi Santoso;paketnya ga kedaftar nih;netral
Oct-27;Kim Cenny;benerin aja dulu topping instagram yg ngga bisa dipake nin :(;netral
Oct-27;Son Goku;Kok g ada toping telegram min?;negatif
Oct-27;bevan eka pramudito;Nindy  cek DM @byu_id;netral
Oct-27;bevan eka pramudito;Serius? Gue order lewat app nya dan aktif pas maret tapi gadapet :(;positif
Oct-27;Bantal nya fishy;Ko kuota youtube saya ga bisa dipke yaa;negatif
Oct-27;Mas Abdul;Apa hanya aku aja yg kuota instagramnya kepakai lagi? ;netral
Oct-27;Amir;Topping zoomnya buat webinar kok nggak ada ;negatif
Oct-27;umar hasan;@byu_id min  buka youtube loading mulu...solusi dong...;netral
Oct-27;;@byu_id mantul bet;netral
Oct-27;Telkomsel;Hai  Kak Ridho. Mengenai informasi seputar produk by.U  kakak bisa mendapatkan penanganan resmi melalui channel by.U help center melalui: 1. Website: http://byu.id  2. Direct Message Instagram: @byu.id  3. Direct Message Twitter: @byu_id  4. Direct Message Facebook: byu;positif
Oct-27;Panji Yudha;Bisa kok;negatif
Oct-27;bevan eka pramudito;min di app by.u ku kok gada kuota cuan yang 34Gb 100rb yang kayak di iklam story instagram :((;negatif
Oct-27;Allan Resa;Udah pake perdana @byu_id ajaa;netral
Oct-27;hanung nugroho;@byu_id pembatalan paket DM di Instagram  dijawab sejak 4 hari yang lalu  tapi hasil nol besar. Baiklah  saatnya pindah provider aja.;negatif
Oct-27;bon ;Di aku sih yaaa vi  sprtnya nebeng simpati;netral
Oct-27;Sempritan;Promo boleh gencar tp kecepatannya gk bs diandalkan... Lemotttt;netral
Oct-27;Nappeunyeon(ー_ー゛);"Apalagi akhir"" ini kalau udh malem suka tiba"" lemot trus ilang timbul gitu :(";negatif
Oct-27;Hai!;Kok gw gak dapet min;negatif
Oct-27;Nappeunyeon(ー_ー゛);Mimin  bantu Nadya dong. Balas dm Nadya ya min :(( @byu_id;netral
Oct-27;aefrus;Ini kah??;netral
Oct-27;Gisella Ferdina;provider ini punya CS ga sih? live chat dari app nya ga di bales. DM ga di bales @byu_id;netral
Oct-27;BUZZER MENKOSAURUS ;Min  jadi pertanyaan gue blm dijawab sejak kapan tau...  Kalo mau order nomer lagi bisa ga pake data yang sama?;netral
Oct-27;Arief;@byu_id min aku beli kartu baru paket by. U 20k 20gb.. Yg sistem ambil & ready ditempat.. Ini harus nunggu lonceng pemberitahuan klo kartu sudah bisa diambil kayak dulu  apa langsung bisa diambil di semua booth by. U ya min? Soalnya ini hari ke 3 tp ttp g;netral
Oct-27;coyyy;baru aja duit ludes smua buat bayar sopi ;netral
Oct-27;itu;Masih nungguin KUMAT 10GB 20ribu nongol di reward euy.;netral
Oct-27;𝖈𝖎𝖈𝖆, on priv.;Kuota gratis avvv(◍•ᴗ•◍);positif
Oct-27;Esa Bagus Anugrah;Apa itu long weekend? Saya masih kerja besok wkwk;netral
Oct-27;Sisca28;Buat toping game PubgM lahh;netral
Oct-27;sara.;by.u kalo ujan jadi gampang lemot ya bund:(;negatif
Oct-27;Raf;/merasa tersentuh;netral
Oct-27;cella;ap tuu;netral
